;;;;14
-9.34279;88.3144;3.75289;9.77079;14
8.09689;-92.1459;3.05209;8.71605;14
8.56241;-76.1541;1.87649;9.61678;14
5.75799;-58.7743;1.50038;10.096;14
6.80561;-42.8107;4.1444;9.83689;14
7.29498;-24.8781;1.65803;9.5353;14
9.49315;-8.67633;4.88919;10.1237;14
5.48934;10.7607;3.17589;8.89902;14
7.48964;25.2213;2.28255;9.91149;14
8.37825;44.0642;2.15868;8.5;14
6.63344;60.3534;1.32677;8.5;14
8.82467;76.4799;2.35944;8.62821;14
5.50615;97.7667;0.852267;9.70502;14
20.0973;-85.3025;1.56332;8.5;14
23.6045;-66.3319;2.61044;10.1485;14
22.4481;-47.353;4.427;8.61569;14
21.6682;-31.0106;1.03267;8.5;14
20.8476;-14.3643;1.48261;8.5;14
23.354;4.3938;0.981434;9.49255;14
23.2571;21.0108;5.03159;9.56391;14
21.9115;37.8318;5.22218;8.5;14
23.0517;50.9854;3.93698;9.88732;14
20.875;68.0303;0.907251;9.16445;14
21.3825;89.5424;1.183;10.1186;14
37.9323;-76.0558;1.68638;9.44408;14
38.8808;-59.6001;4.01158;8.64248;14
34.7439;-39.8988;2.85532;8.9796;14
34.7224;-26.0126;1.03908;9.54414;14
38.066;-8.93449;4.67906;9.35846;14
36.8513;9.09404;1.1049;9.51894;14
36.4099;27.3056;2.92365;9.98295;14
35.4412;44.6587;1.08065;10.3932;14
36.1567;62.8726;3.57102;10.293;14
37.3943;79.938;1.99393;10.395;14
50.5785;-83.4395;3.12033;8.5;14
51.7827;-64.4546;4.36014;9.83279;14
50.186;-48.5523;3.22385;10.1367;14
53.3226;-33.7905;5.26197;8.5;14
51.1424;-15.7653;3.00227;8.60239;14
52.0446;1.17038;2.13075;8.51441;14
52.8293;16.8413;1.68865;9.47502;14
49.7305;34.3809;2.06104;9.80689;14
51.0108;55.0179;5.24962;8.5;14
49.4942;67.6309;2.94739;9.09874;14
68.0616;-56.1252;4.85032;9.91865;14
67.5741;-38.8549;2.62935;9.67029;14
64.4535;-24.3364;4.54126;8.59961;14
67.9933;-6.46241;4.57409;8.5;14
65.0907;12.6911;4.30271;10.2544;14
65.1839;25.4711;4.38377;8.5;14
66.8215;44.4639;4.33427;9.40417;14
67.4613;60.1319;4.34272;9.78995;14
82.3886;-46.9536;5.05956;9.16647;14
82.0147;-33.4872;3.25943;10.4059;14
81.3058;-15.8358;4.05511;9.58771;14
79.4432;-0.165153;1.62494;9.17655;14
81.181;18.2513;2.83648;9.17519;14
82.8324;35.9978;4.19781;10.3563;14
82.6803;55.3748;5.04971;9.98006;14
95.6087;-23.2664;2.07193;10.372;14
96.4069;-7.70411;4.10148;9.30892;14
94.1872;12.5324;1.86289;9.59168;14
93.7707;26.4937;4.88746;10.0281;14
-86.6087;-40.7377;19.6215;10.0139;14
-84.8319;-20.9957;18.6934;9.39531;14
-84.5733;-5.1944;19.2837;9.9256;14
-86.6601;10.383;17.1769;9.41782;14
-85.6979;27.0939;18.9838;8.5;14
-84.2101;45.3729;19.3154;8.68184;14
-71.9871;-63.5226;19.9194;9.46219;14
-70.4577;-48.5683;16.2944;9.04696;14
-68.5309;-34.0814;19.1376;8.5;14
-72.1513;-13.0755;19.4914;9.90376;14
-68.9667;2.11688;19.597;9.7357;14
-70.0636;18.629;19.2509;9.64972;14
-70.1324;34.2659;16.3661;8.77909;14
-70.107;52.9093;15.8557;8.5;14
-57.8908;-74.8658;17.5651;10.065;14
-57.4126;-58.8361;19.0019;9.47117;14
-56.1199;-39.2378;17.4664;10.2399;14
-56.9759;-23.3952;16.7399;8.9323;14
-55.011;-6.3545;15.9177;9.97374;14
-57.4431;8.21505;17.4323;8.70387;14
-55.1485;26.672;16.6167;9.65507;14
-54.9046;46.8266;18.8524;8.5;14
-54.1032;61.9395;18.2944;8.67427;14
-53.6278;78.0522;19.6842;9.60026;14
-41.4701;-84.8121;16.5991;9.64536;14
-40.0294;-67.5793;17.7982;8.98447;14
-40.3835;-47.6988;16.4127;9.09298;14
-42.7424;-33.3895;18.297;9.56256;14
-42.2248;-13.6146;16.2176;8.5;14
-39.6637;2.26455;17.5041;8.8338;14
-42.3265;18.915;18.4948;8.81873;14
-40.9851;33.5993;18.567;8.97255;14
-39.3495;53.3161;18.7743;8.97931;14
-39.0462;71.6384;16.2175;10.2106;14
-41.5823;87.6014;18.5429;8.98874;14
-27.8086;-93.4499;16.718;10.4523;14
-27.6558;-72.6446;18.6621;9.83112;14
-25.2735;-56.8612;16.2003;8.5;14
-24.2249;-40.4162;17.9451;8.88227;14
-28.344;-24.8156;16.1065;9.59361;14
-28.4633;-7.06581;16.0124;9.33032;14
-26.4928;10.4801;16.0981;9.60486;14
-27.459;28.0677;17.3732;9.05772;14
-25.4089;46.0326;17.6171;9.58543;14
-28.5354;62.1168;16.3342;9.01678;14
-27.7903;80.2682;16.1718;10.1887;14
-13.1623;-83.6982;17.6686;9.77088;14
-13.761;-65.5736;16.7561;8.5;14
-11.0962;-47.434;16.3375;9.7905;14
-12.2622;-30.5919;19.5652;8.63701;14
-11.3356;-16.2451;17.6646;9.71429;14
-13.7417;1.80375;16.8025;10.0878;14
-13.2593;20.8913;16.6433;10.0841;14
-10.7728;37.4234;17.0485;8.97727;14
-9.62062;52.0833;18.1043;10.1287;14
-11.3794;68.3194;18.3938;8.59754;14
-10.8446;85.3001;18.8072;8.5;14
1.68404;-92.0426;17.3557;10.248;14
4.86138;-72.1645;15.937;8.68782;14
3.05842;-56.9821;17.3646;8.5;14
3.10426;-39.9655;16.1098;9.887;14
2.40844;-24.6465;16.362;8.82136;14
5.22341;-8.40502;16.3835;8.57217;14
4.41246;9.70572;15.931;9.89258;14
2.19466;28.4143;16.5137;9.95865;14
2.15192;46.4591;15.7865;8.5982;14
2.63442;63.6965;15.923;10.4039;14
0.907265;77.6366;15.9609;8.66392;14
4.82644;93.126;17.8063;8.70908;14
17.8014;-82.4023;17.0715;10.0453;14
15.6289;-64.3112;16.3407;8.5;14
15.8849;-50.3055;18.1775;9.61978;14
19.0025;-33.992;18.4163;8.5;14
18.7648;-16.9199;17.5983;9.30503;14
17.4238;2.79728;18.8374;8.54447;14
16.7898;21.1802;15.7018;9.14026;14
16.6931;37.0179;17.0767;8.88866;14
19.8853;52.9014;17.4458;8.85858;14
16.2568;69.7035;17.4263;8.51644;14
18.0595;85.6748;16.3177;9.17315;14
33.2372;-92.5707;15.9317;9.05955;14
34.4506;-74.1515;15.9016;9.51316;14
33.2741;-55.2778;18.1662;9.15668;14
33.7792;-38.7534;18.4162;8.5;14
31.2691;-24.5316;16.207;9.37929;14
30.6504;-8.209;18.538;9.30862;14
30.5698;11.5718;17.0232;8.87722;14
32.1286;26.8423;16.3501;8.78131;14
33.5486;45.9379;16.3467;8.5;14
30.3681;63.6907;19.6525;9.08213;14
30.5745;77.7008;17.9648;9.25776;14
45.0164;-80.6418;15.8893;9.99665;14
49.0863;-68.1529;16.512;8.61752;14
47.6112;-48.2628;18.6386;8.5;14
47.1;-31.8143;16.3153;9.52674;14
46.6533;-15.4268;17.6246;9.96599;14
46.2273;4.49605;19.6096;9.61473;14
49.1214;20.6973;17.3171;9.77667;14
47.0406;34.593;18.9778;8.5;14
45.1024;54.1613;16.1497;10.1386;14
47.1791;68.7359;17.7413;8.7934;14
46.0513;86.1259;19.6462;8.5;14
61.0534;-75.4342;17.503;9.74749;14
62.5345;-57.8631;17.9362;8.5;14
63.0592;-38.0305;16.5743;10.097;14
60.4605;-24.8221;16.0075;9.90118;14
60.389;-7.45602;16.5793;8.93108;14
62.6694;10.672;16.2822;9.45392;14
61.7537;28.3826;16.1122;10.2254;14
62.4656;44.9736;19.3895;8.67367;14
62.4927;63.614;19.244;10.0225;14
76.0613;-50.2152;19.534;8.70096;14
75.6543;-33.6929;18.3759;10.0886;14
77.9868;-16.9587;16.4139;8.5;14
74.9795;0.918166;19.6644;8.71841;14
76.7744;20.2087;15.9527;9.82373;14
74.5916;38.2535;19.2534;10.3722;14
76.7448;52.0407;18.6133;8.77615;14
91.5586;-21.8575;18.6035;9.7875;14
92.7717;-7.61224;19.9642;8.5;14
91.8192;9.39288;16.022;9.05672;14
89.4862;26.6683;16.7966;9.35384;14
-93.741;2.45825;34.5412;8.55786;14
-82.2922;-39.5168;31.019;9.85962;14
-79.7882;-25.422;32.3765;9.32437;14
-79.0259;-5.9999;34.1369;9.22038;14
-80.319;10.0593;31.8796;8.73128;14
-82.9103;25.974;30.4412;9.40262;14
-79.8913;46.1122;30.9933;8.54151;14
-65.7703;-67.0859;33.8225;9.46889;14
-66.705;-47.6867;32.3685;9.70994;14
-64.3314;-30.7219;34.2932;9.95636;14
-67.0599;-15.5411;30.3671;8.5;14
-65.7275;-0.0969909;34.1618;8.9441;14
-66.6484;18.1535;34.1864;8.5;14
-64.2491;35.2388;31.6509;8.58667;14
-67.0748;53.0713;33.2135;9.91933;14
-53.6269;-73.0012;30.3222;10.1149;14
-50.2426;-59.1417;30.642;9.48167;14
-49.5137;-38.5307;31.3878;9.72083;14
-52.9414;-21.0331;31.0852;8.5;14
-52.9029;-7.38088;34.3625;9.66627;14
-51.529;11.8716;31.9002;8.5;14
-50.887;29.6307;32.6474;8.5;14
-52.9348;43.0429;33.0982;8.5;14
-51.8682;60.1949;34.5719;8.5;14
-35.4622;-85.5165;34.3758;10.1766;14
-38.3705;-66.1788;31.0661;8.5;14
-38.1939;-46.6858;33.1459;9.74583;14
-34.8779;-33.5105;33.1937;10.2533;14
-35.1901;-16.3048;32.7089;8.8572;14
-35.4004;3.06439;32.2297;8.80953;14
-38.5125;17.5068;32.7239;8.96634;14
-37.1045;38.0735;31.643;9.65063;14
-36.9325;52.1149;32.0982;8.9865;14
-37.9232;69.2932;32.0028;8.5;14
-21.1622;-91.0265;34.0553;9.86408;14
-23.0818;-74.256;31.9509;8.5;14
-22.9052;-56.9854;34.5008;8.61747;14
-21.6082;-42.8476;31.7404;8.61331;14
-20.0092;-21.3138;31.5304;8.5;14
-20.5881;-4.95924;34.1509;9.37895;14
-21.8761;11.1082;31.7512;8.93559;14
-23.1526;29.6604;34.0507;9.49202;14
-20.5693;43.9745;33.8318;9.19925;14
-20.5291;59.6741;31.126;8.65751;14
-21.7816;76.7731;32.6874;10.0526;14
-6.83939;-81.2794;33.2686;10.2345;14
-7.47714;-66.0085;31.9704;9.11861;14
-9.19336;-46.7511;30.6;9.1191;14
-5.64875;-32.688;30.9926;8.5;14
-9.4462;-13.2222;31.3026;10.4144;14
-7.37186;3.40402;32.13;9.30981;14
-6.89958;21.0063;33.8359;10.0649;14
-7.46256;38.2544;34.0678;9.13604;14
-5.76266;51.2848;33.4714;8.5;14
-7.32343;69.8957;32.3503;8.73803;14
-6.8762;88.6307;30.8903;8.56897;14
8.26507;-89.1868;34.6704;8.757;14
7.53577;-74.5819;32.7854;10.4534;14
6.25107;-59.0902;31.8574;8.79873;14
8.5779;-42.9176;33.4569;10.0561;14
6.88171;-23.9815;32.7623;8.90408;14
7.22036;-5.78653;33.883;9.87605;14
5.38294;8.39363;34.5142;9.10205;14
8.16614;28.0659;30.9183;9.25309;14
6.59018;42.6075;30.6092;10.1876;14
8.61699;61.5866;30.8189;8.68436;14
9.17263;79.0956;31.9936;9.46328;14
23.2036;-82.1981;33.8642;9.93443;14
22.5953;-68.5042;33.317;9.85623;14
23.8608;-47.6783;33.3916;8.90151;14
20.9023;-32.6736;32.9014;10.1635;14
22.0531;-13.5771;31.9659;10.1553;14
22.3637;0.0461592;30.7298;8.92445;14
22.9899;19.3182;30.4569;9.06881;14
22.128;38.1533;33.876;9.3486;14
23.769;50.9125;32.9929;9.90615;14
22.584;68.608;30.9086;8.75237;14
20.7813;89.3755;34.2666;9.34689;14
35.3852;-74.7553;32.8362;8.5;14
36.941;-55.0603;32.7938;9.55435;14
35.3006;-38.4617;30.6041;8.5;14
37.7297;-21.8356;32.3801;8.5;14
35.5312;-4.66709;33.2869;9.17157;14
38.7134;9.15626;32.4279;8.59517;14
38.0272;25.4907;33.2006;9.81869;14
38.2917;43.1343;33.1397;9.76301;14
34.9257;62.0718;33.6472;9.76121;14
36.731;77.0675;32.1294;10.0224;14
52.8661;-64.5876;31.9485;9.06145;14
53.0064;-49.3836;32.0128;9.43641;14
52.0251;-33.3447;32.5854;9.52844;14
51.3397;-17.537;31.3262;9.93219;14
53.3305;0.851273;34.1291;10.0205;14
52.2061;17.9425;33.6498;8.9672;14
53.3901;38.4276;32.2779;8.9671;14
53.5995;53.2201;33.3319;9.60563;14
51.4028;68.2519;32.3465;9.14929;14
67.2307;-58.1439;32.6092;8.83388;14
67.9713;-38.3676;31.3422;9.31078;14
66.479;-21.7156;31.9256;9.12977;14
66.8463;-4.45854;33.014;9.85842;14
67.6112;9.81371;33.0919;8.94914;14
66.0326;27.9644;34.5648;8.61621;14
67.0099;46.1616;30.6241;9.11558;14
66.6611;59.1087;31.7845;9.87652;14
79.632;-30.1808;33.7507;9.91075;14
80.0514;-16.3537;30.6753;8.8039;14
78.8509;3.64417;33.9316;10.0827;14
80.7702;19.7672;34.4365;8.73611;14
80.3485;33.5385;31.9895;8.98096;14
-86.2828;-6.29472;47.115;9.7781;14
-85.6945;9.71627;47.8151;10.4049;14
-68.8426;-49.9191;48.6955;10.4318;14
-68.9422;-34.0206;47.7924;8.5;14
-68.9268;-12.9511;47.8483;9.91875;14
-71.3675;0.405122;46.5751;8.91111;14
-68.4675;18.0395;46.6176;8.75571;14
-70.5712;36.423;49.3864;9.25688;14
-56.798;-59.4905;46.3448;8.92538;14
-57.4936;-39.0635;47.7208;9.30218;14
-56.9636;-23.2581;47.2619;8.5;14
-57.072;-7.21485;49.0117;9.56046;14
-53.8869;12.9321;46.1464;8.6949;14
-57.841;29.7867;46.0355;8.5;14
-56.2673;46.0139;47.0672;8.5;14
-53.9989;61.3686;45.9555;8.73256;14
-40.6304;-64.1484;45.9233;8.77308;14
-40.0195;-50.6158;48.552;9.14813;14
-43.203;-30.031;45.9014;10.1709;14
-41.4575;-14.3477;49.216;8.5;14
-41.5874;0.828111;49.2483;8.65928;14
-42.4378;16.478;48.1496;10.2808;14
-42.165;35.8751;45.0337;8.59133;14
-41.1673;53.4324;49.1114;10.1348;14
-42.5033;69.4293;48.7551;9.85071;14
-27.8352;-76.7683;46.7411;9.0812;14
-25.9028;-55.003;48.4576;8.59395;14
-27.2819;-41.9721;46.7409;9.63897;14
-28.041;-24.278;49.3767;8.5;14
-25.4592;-8.71619;47.3049;8.5;14
-26.4743;12.1987;46.6516;9.92574;14
-26.838;29.728;48.4967;10.2075;14
-26.2948;45.1148;49.1269;9.22863;14
-25.6218;60.6432;46.8844;10.3198;14
-25.4096;79.4711;48.4568;9.1597;14
-12.1652;-80.8198;45.638;8.874;14
-11.6216;-64.7534;48.3296;8.62741;14
-13.7837;-47.4423;46.6876;10.3686;14
-12.7966;-34.1487;49.0528;10.005;14
-11.1473;-13.6762;49.0096;9.93402;14
-10.9033;-0.100177;46.0945;9.49154;14
-13.1973;19.4849;47.969;10.0132;14
-11.037;37.1385;49.1742;8.84922;14
-11.9847;52.4728;49.2712;9.02879;14
-11.5684;69.6122;48.702;10.1432;14
-12.981;86.5676;48.0385;8.5;14
2.31431;-72.8791;45.5215;8.5;14
1.49458;-59.8245;46.6354;8.99434;14
2.41244;-42.2772;46.7147;9.40872;14
1.43638;-22.2845;48.7757;9.3869;14
4.64344;-5.13004;49.3113;9.50215;14
3.36286;8.58054;49.2147;9.40384;14
1.82222;29.6098;47.3371;8.5;14
1.17055;45.5567;48.0753;8.53776;14
1.46443;60.5821;45.6634;9.03964;14
5.2163;79.6721;48.6177;10.1102;14
18.9201;-84.5292;48.8481;8.82496;14
18.4418;-65.9116;46.4987;9.13393;14
16.9687;-49.2207;46.1571;8.5;14
19.9597;-34.389;45.4429;10.2763;14
16.1105;-14.8045;48.5712;9.22523;14
18.9979;1.8287;48.8092;8.50641;14
17.5787;17.5539;46.7714;9.55479;14
15.8798;36.5412;49.2227;8.5;14
19.5721;50.9898;45.1232;9.03341;14
17.5129;71.37;47.0215;9.52319;14
33.2937;-74.3602;48.9098;8.9766;14
33.581;-57.1328;47.6663;9.60965;14
33.4233;-39.1029;45.8185;9.85133;14
30.7321;-22.6767;46.0924;9.98303;14
32.1923;-4.95963;47.6927;9.48791;14
33.2665;12.6428;47.8972;9.44032;14
30.7635;25.1404;46.9229;9.75134;14
33.0397;43.1572;48.6294;8.95476;14
32.169;59.1392;48.4831;9.99243;14
30.8855;76.1318;47.6351;9.44588;14
45.757;-63.5319;46.6722;8.50235;14
45.9849;-47.4184;47.6447;10.2055;14
47.7553;-31.542;46.114;8.5;14
45.2652;-13.6639;49.2607;9.26855;14
46.0434;-0.52376;45.0699;8.5;14
48.1198;20.9313;46.7505;10.0206;14
45.3179;36.6379;48.9572;9.44979;14
46.3961;54.9455;49.3503;9.69619;14
45.5318;72.1402;48.4893;9.86394;14
63.799;-58.8061;46.3625;8.74716;14
62.2299;-42.3643;48.2178;9.36522;14
59.9038;-24.0606;48.5719;8.5;14
63.9221;-8.46561;46.6476;10.1425;14
60.9551;8.03658;47.3713;9.86993;14
61.7382;26.8974;45.8336;9.90075;14
60.1938;43.4875;45.9354;10.1384;14
61.2618;61.0221;46.9709;9.12844;14
77.3851;-29.9735;48.4149;8.61289;14
77.1094;-17.4473;47.8433;8.5;14
75.5751;1.98638;45.9556;9.84126;14
78.823;17.2583;48.5858;10.0526;14
75.1546;34.6099;45.7224;10.2898;14
-65.662;-30.2557;62.2953;8.57744;14
-66.6526;-15.5015;63.5192;8.87947;14
-66.7663;0.689272;61.4041;8.52153;14
-65.9313;19.4833;63.9135;9.60852;14
-51.9174;-58.5598;60.4095;9.06277;14
-51.3658;-38.3451;63.5633;10.4312;14
-51.02;-25.0413;63.9044;8.99047;14
-52.9457;-8.68299;60.805;8.75928;14
-53.7787;10.428;61.9368;10.3467;14
-53.307;27.2012;62.8434;8.5119;14
-51.5482;46.663;61.8233;9.49673;14
-36.2627;-47.562;60.0535;9.31429;14
-37.1514;-33.4632;64.1313;8.56914;14
-35.6301;-15.6098;63.2703;9.77893;14
-36.1664;1.42362;64.1335;8.73934;14
-34.9234;19.7387;62.3537;8.80965;14
-34.7965;37.223;60.7426;9.96828;14
-38.6875;52.1798;63.5295;9.47991;14
-38.605;68.0584;60.1284;9.61487;14
-21.2998;-73.2138;63.7931;8.5;14
-23.4885;-56.6924;62.3455;10.4;14
-22.3889;-41.2679;61.5446;10.2717;14
-21.5838;-22.6371;64.1099;8.53442;14
-22.0564;-5.40829;62.0674;10.3597;14
-22.2024;10.4739;60.6422;8.5;14
-24.2129;26.7682;63.7341;9.01866;14
-22.6534;44.459;62.6711;9.87176;14
-21.9478;59.6768;59.8214;8.81698;14
-7.99637;-67.7129;60.0462;8.52518;14
-8.24022;-47.7423;63.5691;10.2311;14
-5.27157;-29.5354;63.5789;9.05885;14
-6.92179;-15.5571;60.4628;8.54701;14
-9.11621;0.554997;60.6745;8.5;14
-7.21178;20.8452;59.9841;8.92528;14
-9.05107;36.1104;64.0546;9.68264;14
-6.71439;52.3479;60.6772;9.64341;14
-7.47742;67.5248;60.3543;10.3052;14
5.28949;-73.7695;62.0082;8.5;14
6.76275;-57.528;62.746;10.176;14
7.84139;-39.3216;60.9747;8.5;14
5.68805;-22.7484;62.6162;9.92312;14
9.21381;-6.33232;62.1047;10.2402;14
8.77802;12.277;62.0464;8.66534;14
7.94831;26.1656;63.3684;8.5;14
7.43754;42.028;59.8436;10.2988;14
6.19489;63.1581;63.8471;9.3194;14
21.3526;-63.6031;60.9446;8.5;14
23.2108;-50.5582;62.067;8.5;14
20.902;-32.4083;60.8161;8.5;14
24.2186;-12.5968;60.379;8.5;14
20.2363;2.81012;61.5041;8.5;14
22.8782;19.7341;64.1221;10.3275;14
21.7811;37.8287;63.5809;8.70203;14
21.5281;53.1903;60.4003;8.5;14
22.0353;69.2106;61.3601;9.0674;14
34.5453;-59.7545;63.523;8.5;14
36.0974;-39.3648;63.1047;9.23923;14
38.3798;-22.7661;61.8986;8.81792;14
35.5579;-5.07251;62.4685;8.95321;14
38.1451;12.6327;61.1186;9.45337;14
38.1452;25.7211;60.2478;8.5;14
35.2731;43.3784;63.6578;9.23679;14
38.7602;60.4519;63.3133;9.72555;14
53.5871;-48.6113;61.6411;9.52246;14
50.3103;-33.5035;60.8831;8.5;14
50.7605;-15.3765;62.1088;9.58171;14
49.9963;0.779865;62.7188;8.5;14
50.0773;21.0699;60.9428;8.5;14
50.6534;34.5458;61.5393;9.8158;14
53.5324;53.1159;62.6347;10.1404;14
66.7858;-41.0678;60.5157;10.4293;14
64.3171;-21.5007;62.1217;8.5;14
64.5769;-5.20585;61.6963;8.5;14
66.6017;9.04052;60.4459;9.7064;14
65.1252;25.0333;59.9684;8.80062;14
-53.9146;-23.8645;75.5495;9.34551;14
-56.5884;-4.71116;78.7377;8.5;14
-54.818;10.6116;75.8704;9.32397;14
-56.3464;29.7098;74.5824;10.447;14
-40.1293;-49.015;77.1215;8.5;14
-42.4591;-30.4236;77.7586;8.79456;14
-39.8545;-16.3263;74.8299;9.98709;14
-40.1956;2.81048;78.0168;9.51488;14
-41.6126;17.6694;74.6472;8.54694;14
-39.2098;33.6238;76.4292;9.87209;14
-24.3652;-54.9946;76.5493;9.73996;14
-26.0439;-41.1659;74.599;9.02504;14
-27.3554;-22.9358;76.6221;10.0637;14
-26.856;-4.30947;78.0077;9.34698;14
-24.7471;12.5854;77.6133;9.04555;14
-25.8087;26.2918;76.9768;9.31413;14
-25.0491;43.8721;77.5693;9.28589;14
-9.46698;-47.6131;75.8249;8.80812;14
-12.3968;-30.7706;76.5987;10.2266;14
-12.8263;-16.4977;74.6776;9.40462;14
-13.7528;0.198027;78.639;10.2202;14
-11.2917;20.8164;78.3823;8.95194;14
-10.1569;36.8383;76.185;10.0821;14
-12.0406;51.1707;76.3332;9.93362;14
3.76026;-58.7874;76.1981;10.3992;14
0.936995;-42.5267;78.4634;8.5;14
5.22424;-23.2556;76.0635;10.0445;14
1.26752;-7.67026;78.57;9.92445;14
3.3955;11.3514;77.9879;8.90179;14
1.35145;27.7876;78.3272;9.65841;14
2.01928;42.0197;76.4331;10.3015;14
4.28453;61.4925;76.0805;9.70352;14
16.4292;-49.7591;74.9634;8.82222;14
17.5909;-30.5242;78.1975;9.94785;14
18.7266;-13.0997;74.7269;9.11763;14
16.7022;3.3771;76.3238;8.78297;14
18.6365;20.6702;76.3276;8.5;14
18.9475;33.7963;75.8855;10.0972;14
18.8707;54.2949;76.23;9.59276;14
32.6984;-40.1614;76.0334;10.1849;14
30.9429;-23.1768;78.5555;10.1291;14
31.2857;-6.05988;77.6066;8.5572;14
32.4232;11.7389;76.1685;9.07028;14
34.6042;28.3593;76.7079;10.3011;14
30.7374;46.6825;77.9844;10.3268;14
49.1914;-30.4388;78.7307;9.26179;14
45.6804;-13.8415;75.0329;8.5304;14
47.6028;0.345682;77.9713;8.55106;14
48.3389;20.1085;74.8;9.58572;14
49.0192;36.2619;77.4491;8.5;14
60.417;-6.04777;78.5115;8.5;14
-36.2392;-15.759;89.4421;9.8315;14
-36.5074;1.68876;90.9916;8.5;14
-38.5393;16.8917;89.9126;10.0141;14
-20.91;-24.5699;89.7274;10.4526;14
-23.6763;-6.37268;92.9418;10.0382;14
-22.8986;11.7681;89.2297;8.5;14
-21.5783;27.6846;93.3965;10.1704;14
-7.64763;-31.347;90.5585;9.99572;14
-8.66331;-13.9081;89.3492;9.49792;14
-6.29881;0.956566;92.4755;9.92513;14
-5.47827;19.2008;93.2362;10.3778;14
-7.62661;34.9087;92.401;8.5;14
5.20829;-38.2988;92.1039;8.64182;14
6.45184;-23.6029;92.0225;9.97299;14
6.9948;-4.92843;91.3495;9.76217;14
6.22652;10.8258;90.9693;9.29955;14
5.518;28.5502;89.5488;9.47028;14
23.5226;-31.8993;89.3932;8.5;14
20.6108;-13.108;89.3247;8.96289;14
22.6628;-0.207682;90.2156;8.56343;14
20.0264;20.7919;90.8917;8.88242;14
20.8702;36.709;90.1625;8.61361;14
37.2156;-7.78745;89.5663;9.767;14
35.4865;9.83066;91.1711;8.5238;14
